occupation,category,median_pay,num_jobs,outlook_pct,education,work_experience,training,description,url,ai_score,ai_reasoning
Nuclear Medicine Technologists,Healthcare,97020,20000,3,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/nuclear-medicine-technologists.htm,4,Equipment operation with physical patient positioning.
"Nurse Anesthetists, Nurse Midwives, and Nurse Practitioners",Healthcare,132050,382700,35,"132,070",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,4,Advanced practice requiring hands-on patient care.
Nursing Assistants and Orderlies,Healthcare,39430,1495400,2,"$39,540",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,2,"Physical patient care — bathing, feeding, mobility. Requires in-person presence."
Occupational Health and Safety Specialists and Technicians,Healthcare,78900,163700,12,"62,680",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,5,Site inspections (physical) with compliance documentation (digital).
Occupational Therapists,Healthcare,98340,160000,14,"83,890",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/occupational-therapists.htm,3,Hands-on therapy requiring patient interaction and physical activity modification.
Occupational Therapy Assistants and Aides,Healthcare,66050,54400,18,"59,240",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,3,Physical therapy assistance.
Opticians,Healthcare,46560,79900,3,High school diploma or equivalent,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,4,Eyewear fitting (physical) with measurements and ordering (digital).
Optometrists,Healthcare,134830,47800,8,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/optometrists.htm,4,Eye exams have physical component but diagnostic analysis is AI-assistable.
Orthotists and Prosthetists,Healthcare,78310,10100,13,Master's degree,None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/orthotists-and-prosthetists.htm,4,Custom device fabrication and fitting — physical work with digital design.
Pharmacists,Healthcare,137480,335100,5,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/pharmacists.htm,6,"Drug dispensing is automatable, but patient counseling and clinical judgment provide some insulation."
Pharmacy Technicians,Healthcare,43460,490400,6,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/pharmacy-technicians.htm,5,Mix of physical dispensing and digital record-keeping. Automated dispensing systems increase exposure.
Phlebotomists,Healthcare,43660,139700,6,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/phlebotomists.htm,2,Physical blood collection.
Physical Therapist Assistants and Aides,Healthcare,60050,157100,16,"$46,790",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/physical-therapist-assistants-and-aides.htm,3,Physical therapy support.
Physical Therapists,Healthcare,101020,267200,11,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/physical-therapists.htm,3,Hands-on therapeutic exercises and patient interaction. Treatment planning can be AI-assisted.
Physician Assistants,Healthcare,133260,162700,20,"127,900",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/physician-assistants.htm,4,Clinical care requiring patient examination. Documentation is AI-assistable.
Physicians and Surgeons,Healthcare,239200,839000,3,Doctoral or professional degree,None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,5,Mix of diagnosis (AI-assistable) and hands-on care/surgery (not automatable). AI aids documentation and diagnosis.
Podiatrists,Healthcare,152800,9700,2,Doctoral or professional degree,None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/podiatrists.htm,4,Foot/ankle care requiring physical examination and treatment.
Psychiatric Technicians and Aides,Healthcare,42200,182900,16,"39,000",See How to Become One,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/psychiatric-technicians-and-aides.htm,3,Patient care and monitoring requiring physical presence.
Radiation Therapists,Healthcare,101990,19200,2,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/radiation-therapists.htm,4,Equipment operation with patient positioning.
Radiologic and MRI Technologists,Healthcare,78980,272000,5,Associate's degree,See How to Become One,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm,4,"Equipment operation requires physical presence, but image analysis is AI-assistable."
Recreational Therapists,Healthcare,60280,16100,3,"$77,820",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/recreational-therapists.htm,3,Activity-based therapy requiring personal interaction.
Registered Nurses,Healthcare,93600,3391000,5,"74,360",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/registered-nurses.htm,4,"Nursing requires hands-on patient care, clinical judgment in person, and emotional support. AI can assist with documentation and monitoring but not core duties."
Respiratory Therapists,Healthcare,80450,139600,12,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/respiratory-therapists.htm,3,Equipment operation and patient care.
Speech-Language Pathologists,Healthcare,95410,187400,15,"80,280",None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/speech-language-pathologists.htm,4,In-person therapy sessions with some assessment and documentation that AI can assist.
Surgical Assistants and Technologists,Healthcare,62480,141000,5,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,3,Operating room support requiring physical presence.
Veterinarians,Healthcare,125510,86400,10,"111,420",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/veterinarians.htm,4,Hands-on animal care and surgery. Diagnosis can be AI-assisted but treatment is physical.
Veterinary Assistants and Laboratory Animal Caretakers,Healthcare,37320,117800,9,"47,670",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/veterinary-assistants-and-laboratory-animal-caretakers.htm,2,Physical animal handling and care.
Veterinary Technologists and Technicians,Healthcare,45980,134200,9,"$51,250",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,3,Animal care with some lab work.
Aircraft and Avionics Equipment Mechanics and Technicians,Installation Maintenance And Repair,79140,160800,5,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,3,Physical aircraft repair with digital diagnostic components.
Automotive Body and Glass Repairers,Installation Maintenance And Repair,50680,193000,2,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm,2,Physical repair work.
Automotive Service Technicians and Mechanics,Installation Maintenance And Repair,49670,805600,4,Postsecondary nondegree award,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,3,Physical vehicle repair. Diagnostic tools are increasingly digital.
Calibration Technologists and Technicians,Installation Maintenance And Repair,65040,15800,5,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/calibration-technologists-and-technicians.htm,4,Precision instrument calibration with digital and physical components.
Diesel Service Technicians and Mechanics,Installation Maintenance And Repair,60640,319900,2,"$67,710",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm,3,Physical repair of heavy vehicles.
Electrical and Electronics Installers and Repairers,Installation Maintenance And Repair,71270,118800,0,See How to Become One,See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,3,Physical installation and repair.
General Maintenance and Repair Workers,Installation Maintenance And Repair,48620,1629700,4,"49,290",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,2,General physical repair and maintenance tasks.
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Installation Maintenance And Repair,59810,425200,8,"60,960",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,3,Physical HVAC work.
Heavy Vehicle and Mobile Equipment Service Technicians,Installation Maintenance And Repair,62740,245600,6,"$68,860",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,2,Physical repair of heavy equipment.
"Industrial Machinery Mechanics, Machinery Maintenance Workers, and Millwrights",Installation Maintenance And Repair,63510,538300,13,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,3,Physical machinery repair and maintenance.
Electrical Power-Line Installers and Repairers,Installation Maintenance And Repair,92560,127400,7,"87,550",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm,2,Physical installation at height.
Medical Equipment Repairers,Installation Maintenance And Repair,62630,68000,13,Associate's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/medical-equipment-repairers.htm,3,Physical repair of medical devices.
Small Engine Mechanics,Installation Maintenance And Repair,48240,78000,4,See How to Become One,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,2,Physical repair work.
Telecommunications Technicians,Installation Maintenance And Repair,64310,268500,-3,See How to Become One,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,3,Physical installation with digital configuration.
Wind Turbine Technicians,Installation Maintenance And Repair,62580,13600,50,Postsecondary nondegree award,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/installation-maintenance-and-repair/wind-turbine-technicians.htm,2,Physical maintenance at height.
"Arbitrators, Mediators, and Conciliators",Legal,67710,9100,4,"74,990",Less than 5 years,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/legal/arbitrators-mediators-and-conciliators.htm,5,Dispute resolution requiring interpersonal skills. Case analysis is AI-assistable.
Court Reporters and Simultaneous Captioners,Legal,67310,17700,0,"74,660",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/legal/court-reporters.htm,9,Real-time transcription — directly automatable by speech-to-text AI.
Judges and Hearing Officers,Legal,135160,44800,1,"99,110",5 years or more,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,5,Legal judgment requiring human authority. Case research is AI-assistable.
Lawyers,Legal,151160,864800,4,"111,280",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/legal/lawyers.htm,7,"Legal research, contract drafting, brief writing, and case analysis are all AI-assistable. Court appearances and client relations less so."
Paralegals and Legal Assistants,Legal,61010,376200,0,"56,280",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/legal/paralegals-and-legal-assistants.htm,9,"Legal research, document review, contract analysis, and brief drafting are all tasks where AI is already highly capable."
Agricultural and Food Science Technicians,Life Physical And Social Science,48480,38900,5,Associate's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm,4,Lab and field work.
Agricultural and Food Scientists,Life Physical And Social Science,78770,38700,6,"77,380",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,5,Research with lab work.
Anthropologists and Archeologists,Life Physical And Social Science,64910,8800,4,Master's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,4,Fieldwork with research analysis.
"Atmospheric Scientists, Including Meteorologists",Life Physical And Social Science,97450,9400,1,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,6,Weather modeling and analysis — computational work AI can assist.
Biochemists and Biophysicists,Life Physical And Social Science,103650,35600,6,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/biochemists-and-biophysicists.htm,5,Lab research with computational analysis.
Biological Technicians,Life Physical And Social Science,52000,82700,3,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/biological-technicians.htm,4,Lab work with physical sample handling.
Chemical Technicians,Life Physical And Social Science,57790,57000,4,"57,550",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/chemical-technicians.htm,4,Lab work with physical testing.
Chemists and Materials Scientists,Life Physical And Social Science,86620,95500,5,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,5,Lab research with computational analysis.
Conservation Scientists and Foresters,Life Physical And Social Science,69060,42400,3,"66,000",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,3,Fieldwork with resource management.
Economists,Life Physical And Social Science,115440,17600,1,"74,520",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm,7,Economic modeling and analysis — core AI strengths.
Environmental Science and Protection Technicians,Life Physical And Social Science,49490,40400,4,"54,960",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,4,Field sampling with lab analysis.
Environmental Scientists and Specialists,Life Physical And Social Science,80060,90300,4,"76,840",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,5,Environmental analysis with fieldwork.
Epidemiologists,Life Physical And Social Science,83980,12300,16,"76,180",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,6,Data analysis and disease modeling — AI-assistable.
Forensic Science Technicians,Life Physical And Social Science,67440,20700,13,"49,980",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm,4,Physical evidence collection with digital analysis.
Geographers,Life Physical And Social Science,97200,1500,-3,"65,150",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,6,Spatial analysis and mapping — digital work.
Geological and Hydrologic Technicians,Life Physical And Social Science,50510,12900,1,"48,560",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,4,Field sampling with analysis.
Geoscientists,Life Physical And Social Science,99240,25100,3,"86,780",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,5,Geological analysis with fieldwork.
Historians,Life Physical And Social Science,74050,3400,2,"51,820",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/historians.htm,6,Research and writing — AI-assistable.
Hydrologists,Life Physical And Social Science,92060,6300,0,"79,710",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/hydrologists.htm,5,Water resource analysis with fieldwork.
Medical Scientists,Life Physical And Social Science,100590,165300,9,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm,5,Research combining lab work (physical) with data analysis (AI-assistable).
Microbiologists,Life Physical And Social Science,87330,20700,4,"$102,490",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/microbiologists.htm,5,Lab research with digital analysis.
Nuclear Technicians,Life Physical And Social Science,104240,6000,-8,Associate's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/nuclear-technicians.htm,4,Physical equipment operation with monitoring.
Physicists and Astronomers,Life Physical And Social Science,166290,26400,4,Doctoral or professional degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,5,Research combining computation (AI-assistable) with experimental work.
Political Scientists,Life Physical And Social Science,139380,6500,-3,"81,620",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/political-scientists.htm,7,"Research, analysis, and writing — AI-assistable."
Psychologists,Life Physical And Social Science,94310,204300,6,"$126,990",None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,5,"Therapy sessions require human interaction, but assessment, research, and report writing are AI-assistable."
Sociologists,Life Physical And Social Science,101690,3400,4,"87,630",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm,6,Research and analysis with fieldwork.
Survey Researchers,Life Physical And Social Science,63380,8800,-5,"63,290",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/survey-researchers.htm,7,"Survey design, data collection, and analysis — AI-assistable."
Urban and Regional Planners,Life Physical And Social Science,83720,44700,3,"81,640",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/urban-and-regional-planners.htm,6,Planning and analysis with community engagement.
Zoologists and Wildlife Biologists,Life Physical And Social Science,72860,18200,2,"75,030",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,4,Fieldwork with data analysis.
Administrative Services and Facilities Managers,Management,106880,422600,4,"98,430",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/administrative-services-managers.htm,6,Facility management with administrative oversight.
"Advertising, Promotions, and Marketing Managers",Management,159660,434000,6,Bachelor's degree,See How to Become One,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,7,"Campaign strategy, content creation, and analytics are heavily AI-assistable. Creative direction and client management less so."
Architectural and Engineering Managers,Management,167740,212500,4,"156,240",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm,6,Technical project oversight. Analysis and planning are AI-assistable.
